PID,Layer,BeforeStim,AfterStim
0a0184b3-9e1a-4c36-98f4-00ae3beb8f01,VISp1,0.12245712044775925,-0.061228560223879305
0a0184b3-9e1a-4c36-98f4-00ae3beb8f01,VISp2,0.1361009320193138,-0.06805046600965693
12c0f3a9-518e-4dac-9651-5d95c2b4730f,VISp1,-0.13680132396307004,0.06840066198153495
12c0f3a9-518e-4dac-9651-5d95c2b4730f,VISp2,-0.023890443536793933,0.011945221768397008
12c0f3a9-518e-4dac-9651-5d95c2b4730f,VISp4,-0.002230855877713483,0.0011154279388567335
12c0f3a9-518e-4dac-9651-5d95c2b4730f,VISp5,-0.1455063216000232,0.07275316080001157
12c0f3a9-518e-4dac-9651-5d95c2b4730f,VISp6,-0.2448164892818868,0.12240824464094337
176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp4,-0.19049597632240367,0.09524798816120182
176b4fe3-f570-4d9f-9e25-a5d218f75c8b,VISp5,-0.22396322891346607,0.111981614456733
18d316bf-d322-4c5c-814e-a58147f7bf5f,VISp1,-0.06504045275421678,0.032520226377108385
18d316bf-d322-4c5c-814e-a58147f7bf5f,VISp2,-0.0628743313529604,0.031437165676480125
18d316bf-d322-4c5c-814e-a58147f7bf5f,VISp4,0.011982075575013856,-0.005991037787506926
18d316bf-d322-4c5c-814e-a58147f7bf5f,VISp5,-0.10116395813657432,0.050581979068287056
18d316bf-d322-4c5c-814e-a58147f7bf5f,VISp6,-0.08508638846948775,0.04254319423474388
1bd85dab-7a53-49d1-acd4-e82f9fd07cf6,VISp4,0.28766521146094415,-0.143832605730472
1bd85dab-7a53-49d1-acd4-e82f9fd07cf6,VISp5,-0.05673307579596493,0.028366537897982467
1bd85dab-7a53-49d1-acd4-e82f9fd07cf6,VISp6,-0.38768220635690115,0.19384110317845057
1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp2,0.27212259351307894,-0.13606129675653947
1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp4,0.2215975489254436,-0.11079877446272178
1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp5,0.04929183708220493,-0.024645918541102475
1f555fc6-5067-428b-a284-da6fb0b6b3a0,VISp6,-0.001874519682361191,0.0009372598411805659
22609d51-0a6a-425d-a3ef-eeb43a9ba350,VISp6,-0.15378809828879775,0.07689404914439878
2400a2fa-0335-480b-ac8d-a478171f3a55,VISp4,-0.5008498761536898,0.2504249380768448
2400a2fa-0335-480b-ac8d-a478171f3a55,VISp5,-0.45983887150906916,0.22991943575453463
2400a2fa-0335-480b-ac8d-a478171f3a55,VISp6,-0.4164709253785386,0.20823546268926924
27bac116-ea57-4512-ad35-714a62d259cd,VISp5,-0.30819271188790964,0.15409635594395482
27bac116-ea57-4512-ad35-714a62d259cd,VISp6,-0.4375017724507343,0.21875088622536715
29418b18-4db6-436f-a85e-b0f1d38d2e62,VISp1,-0.16182716834108404,0.08091358417054198
29418b18-4db6-436f-a85e-b0f1d38d2e62,VISp2,0.12266511909282936,-0.06133255954641468
29418b18-4db6-436f-a85e-b0f1d38d2e62,VISp4,0.19926417204516206,-0.09963208602258103
3d3d5a5e-df26-43ee-80b6-2d72d85668a5,VISp4,-0.4038714540410585,0.20193572702052923
3d3d5a5e-df26-43ee-80b6-2d72d85668a5,VISp5,-0.4073355815319603,0.20366779076598013
3d3d5a5e-df26-43ee-80b6-2d72d85668a5,VISp6,-0.4177778876033748,0.20888894380168743
4b93a168-0f3b-4124-88fa-a57046ca70e1,VISp2,-0.03571680757200786,0.01785840378600382
4b93a168-0f3b-4124-88fa-a57046ca70e1,VISp4,0.0023305668502760996,-0.0011652834251379863
4b93a168-0f3b-4124-88fa-a57046ca70e1,VISp5,-0.046491170289967784,0.02324558514498383
4b93a168-0f3b-4124-88fa-a57046ca70e1,VISp6,-0.14407036442317028,0.07203518221158511
578ca001-8cf5-4d30-b58f-1d574eaf808a,VISp1,-0.2611587888758259,0.130579394437913
578ca001-8cf5-4d30-b58f-1d574eaf808a,VISp2,-0.2971296712801952,0.1485648356400975
578ca001-8cf5-4d30-b58f-1d574eaf808a,VISp4,-0.21536797489857942,0.10768398744928961
578ca001-8cf5-4d30-b58f-1d574eaf808a,VISp5,0.1573825026906764,-0.07869125134533815
7cbecb3f-6a8a-48e5-a3be-8f7a762b5a04,VISp5,-0.37254343010845753,0.1862717150542287
7cbecb3f-6a8a-48e5-a3be-8f7a762b5a04,VISp6,-0.3053529119601925,0.15267645598009616
85bdeae3-269b-4e39-bd9b-2b0d95aff2fa,VISp2,0.37243165697750236,-0.18621582848875115
88fe9ed9-9e3e-431a-8ecc-4cb2fe5bf448,VISp1,-0.00412391767476161,0.0020619588373807693
88fe9ed9-9e3e-431a-8ecc-4cb2fe5bf448,VISp2,0.008005072071351331,-0.004002536035675584
92822789-608f-44a6-ad64-fe549402b2df,VISp1,-0.002601749753105051,0.0013008748765525094
92822789-608f-44a6-ad64-fe549402b2df,VISp2,-0.013368865071667919,0.006684432535833955
92822789-608f-44a6-ad64-fe549402b2df,VISp4,-0.034934278450094926,0.017467139225047477
92822789-608f-44a6-ad64-fe549402b2df,VISp5,-0.10281106955147853,0.05140553477573929
92822789-608f-44a6-ad64-fe549402b2df,VISp6,-0.085276301732274,0.04263815086613695
a8a59fc3-a658-4db4-b5e8-09f1e4df03fd,VISp4,-0.2494638266025472,0.1247319133012736
a8a59fc3-a658-4db4-b5e8-09f1e4df03fd,VISp5,-0.24103972891240963,0.12051986445620484
a8a59fc3-a658-4db4-b5e8-09f1e4df03fd,VISp6,-0.13665789956814758,0.06832894978407375
a9c9df46-85f3-46ad-848d-c6b8da4ae67c,VISp1,0.1149535844269574,-0.05747679221347868
a9c9df46-85f3-46ad-848d-c6b8da4ae67c,VISp2,0.08783772945018449,-0.04391886472509221
a9c9df46-85f3-46ad-848d-c6b8da4ae67c,VISp4,0.17001587541635513,-0.08500793770817744
a9c9df46-85f3-46ad-848d-c6b8da4ae67c,VISp5,0.3845806363539777,-0.1922903181769889
a9c9df46-85f3-46ad-848d-c6b8da4ae67c,VISp6,0.022305103464682372,-0.011152551732341176
b114e7e0-92b3-43bb-9529-53860e52606d,VISp1,0.0029776930216086827,-0.0014888465108043615
b114e7e0-92b3-43bb-9529-53860e52606d,VISp2,0.03092014156368251,-0.015460070781841249
b114e7e0-92b3-43bb-9529-53860e52606d,VISp4,0.1345562345060257,-0.0672781172530128
b114e7e0-92b3-43bb-9529-53860e52606d,VISp5,0.012931162837860364,-0.0064655814189302505
b40d8c65-7ee8-4069-8b64-1a3f7907742f,VISp1,-0.20609869354253857,0.10304934677126928
b40d8c65-7ee8-4069-8b64-1a3f7907742f,VISp2,-0.28034730758115184,0.1401736537905759
b40d8c65-7ee8-4069-8b64-1a3f7907742f,VISp4,-0.33865800794858947,0.16932900397429476
b40d8c65-7ee8-4069-8b64-1a3f7907742f,VISp5,-0.3810014530055799,0.19050072650278996
b40d8c65-7ee8-4069-8b64-1a3f7907742f,VISp6,-0.3922301561878018,0.19611507809390094
b76f24ea-95b1-4a0e-95eb-9c39b1283c40,VISp4,0.08515715344633099,-0.042578576723165486
b76f24ea-95b1-4a0e-95eb-9c39b1283c40,VISp5,0.2881043559315554,-0.14405217796577768
b76f24ea-95b1-4a0e-95eb-9c39b1283c40,VISp6,-0.03739951658325152,0.018699758291625804
b78b3c42-eee5-47c6-9717-743b78c0b721,VISp2,-0.0797664565676552,0.039883228283827565
b78b3c42-eee5-47c6-9717-743b78c0b721,VISp4,-0.1310567905375674,0.06552839526878368
b78b3c42-eee5-47c6-9717-743b78c0b721,VISp5,-0.15996039518586386,0.07998019759293193
b78b3c42-eee5-47c6-9717-743b78c0b721,VISp6,-0.2497417759984211,0.12487088799921059
b9b101cf-24d3-4c2a-8464-bc91b9f0c767,VISp1,0.013231961152628664,-0.0066159805763144
b9b101cf-24d3-4c2a-8464-bc91b9f0c767,VISp2,-0.03876457818113446,0.01938228909056725
b9b101cf-24d3-4c2a-8464-bc91b9f0c767,VISp4,0.15185384318606293,-0.07592692159303145
b9b101cf-24d3-4c2a-8464-bc91b9f0c767,VISp5,0.0926884116222444,-0.04634420581112221
c4f6665f-8be5-476b-a6e8-d81eeae9279d,VISp6,0.3214546969779377,-0.160727348488969
c6ba6f8e-c13e-410f-b7df-e193ba0d239d,VISp5,-0.13084967447901144,0.06542483723950578
c6ba6f8e-c13e-410f-b7df-e193ba0d239d,VISp6,0.2259987742179149,-0.11299938710895728
c84144db-4498-4627-b72a-975a6b618715,VISp1,-0.019026202015474874,0.009513101007737399
c84144db-4498-4627-b72a-975a6b618715,VISp2,-0.1296150891134393,0.06480754455671965
c84144db-4498-4627-b72a-975a6b618715,VISp4,-0.24175894810861065,0.1208794740543053
c84144db-4498-4627-b72a-975a6b618715,VISp5,-0.08797461518735497,0.043987307593677465
c84144db-4498-4627-b72a-975a6b618715,VISp6,-0.11176289652004405,0.05588144826002203
cab81176-36cd-4c37-9353-841e85027d36,VISp4,0.031438166533695924,-0.01571908326684792
cab81176-36cd-4c37-9353-841e85027d36,VISp5,0.047773885559419915,-0.02388694277970994
caf2170c-5463-46ce-8cd0-66f2e1e3376d,VISp5,-0.03904945177224988,0.01952472588612492
cc9d666c-6fe5-418d-9b37-114428d25454,VISp6,-0.04428621562753615,0.022143107813768017
d213e786-4b1c-477d-a710-766d69fa1ac1,VISp1,-0.12668517437514482,0.06334258718757238
d213e786-4b1c-477d-a710-766d69fa1ac1,VISp2,-0.16238110827643057,0.08119055413821526
d213e786-4b1c-477d-a710-766d69fa1ac1,VISp4,-0.0328968217037937,0.016448410851896862
d213e786-4b1c-477d-a710-766d69fa1ac1,VISp5,-0.014167982656445966,0.0070839913282230126
d213e786-4b1c-477d-a710-766d69fa1ac1,VISp6,-0.13522125350745265,0.06761062675372634
d6c810b2-5922-4127-af2b-4b104bc55c2b,VISp4,0.3426419158278377,-0.17132095791391877
d6c810b2-5922-4127-af2b-4b104bc55c2b,VISp5,0.2740281936837199,-0.13701409684185992
d6c810b2-5922-4127-af2b-4b104bc55c2b,VISp6,-0.06150199799179032,0.030750998995895104
df07180e-268e-489c-826e-40cb6f63d3a5,VISp4,-0.06606630120158548,0.03303315060079267
df07180e-268e-489c-826e-40cb6f63d3a5,VISp5,-0.13780805001037294,0.06890402500518641
df07180e-268e-489c-826e-40cb6f63d3a5,VISp6,-0.2259060517158303,0.11295302585791511
e4ce2e94-6fb9-4afe-acbf-6f5a3498602e,VISp5,-0.2000951150220256,0.10004755751101277
e4ce2e94-6fb9-4afe-acbf-6f5a3498602e,VISp6,-0.21912190787576555,0.10956095393788277
e5bc1f00-f4b8-4b35-a9b6-60d9cc7959a1,VISp5,-0.06976420695469356,0.0348821034773468
ea931b15-6214-4b80-8d88-7acbbe071bc0,VISp6,-0.04209031598778592,0.021045157993892963
f9d8aacd-b2a0-49f2-bd71-c2f5aadcfdd1,VISp4,-0.22168981869236717,0.11084490934618353
f9d8aacd-b2a0-49f2-bd71-c2f5aadcfdd1,VISp5,-0.18557462038280603,0.09278731019140309
f9d8aacd-b2a0-49f2-bd71-c2f5aadcfdd1,VISp6,-0.12730955064788174,0.0636547753239409
fb0de39b-c750-4adc-af18-12bf8a22ed41,VISp6,-0.14334177704025788,0.07167088852012894
fdeff6df-7216-4b83-ab64-241e9fd173da,VISp1,-0.07085155330747983,0.035425776653739964
fdeff6df-7216-4b83-ab64-241e9fd173da,VISp2,-0.13832721354848831,0.06916360677424409
fdeff6df-7216-4b83-ab64-241e9fd173da,VISp4,-0.012096664457835308,0.0060483322289176895
fdeff6df-7216-4b83-ab64-241e9fd173da,VISp5,-0.022192499306415592,0.011096249653207815
fdeff6df-7216-4b83-ab64-241e9fd173da,VISp6,0.0008908346146554336,-0.0004454173073277397
febb430e-2d50-4f83-87a0-b5ffbb9a4943,VISp4,-0.055377093191782266,0.02768854659589113
febb430e-2d50-4f83-87a0-b5ffbb9a4943,VISp5,-0.09344749091292681,0.046723745456463385
febb430e-2d50-4f83-87a0-b5ffbb9a4943,VISp6,-0.09575300371625621,0.0478765018581281
